0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
<<<<<<< HEAD
-1.034536793967496315e+00,4.584858782286752032e-01,-6.298522522595391138e-01,4.603513266324086306e-01,1.622614670000002146e+00,-8.540132076755222457e+00
4.348841086257637656e+00,5.943221429343310547e+00,4.341114350903985120e+00,5.936527821667183957e+00,7.714700000000002333e+00,-3.063662678540964635e+00
4.598573938409541428e-01,1.620500676966005305e+00,4.603486796625610444e-01,1.616983315324838300e+00,2.914016300000002335e+00,-7.377385331394526347e+00
-4.996845490100028542e+00,-6.227723874014314376e+00,-5.878363604548762389e+00,-5.893448437430549802e+00,-1.397306153346174895e+01,-1.348327399328037757e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.996845490119661726e+00,-7.124176612564835587e+00,-7.129639742395455393e+00,-6.966120202198132993e+00,-1.591711708152796945e+01,-1.442894957147226442e+01
-3.136962263511702709e+00,-5.830994693707669541e+00,-3.391265254319645539e+00,-4.019307377848654994e+00,-1.277496200269286497e+01,-1.463144057366052841e+01
1.622614670000002146e+00,-3.211070580000000341e+00,-7.005544837331452168e-01,3.835002780000174027e-02,-8.914159619888909702e+00,-8.839092910430792926e+00
-2.374402515013075643e+00,-6.952923216001667406e+00,-6.691185693622699659e+00,-6.956730592055401452e+00,-1.591675400693754483e+01,-1.496905464702959065e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.527113905569998487e+00,-5.791018960321890674e+00,-6.183549690876491312e+00,-2.808569389957241036e+00,-1.279623640247024596e+01,-1.404072763798113499e+01
-3.823266037160528708e+00,-5.043283368686707568e+00,-4.859162786346719720e+00,-4.583070716281302914e+00,-1.350321177985608934e+01,-1.384770487622195567e+01
-2.374402515176917916e+00,-4.483422582602498707e+00,-4.020621571931230598e+00,-4.356687682261285666e+00,-1.353545739368213141e+01,-1.290169181555225997e+01
-6.217629645352857892e+00,-6.318140211479104096e+00,-3.823266037160599762e+00,-6.286027228143402645e+00,-1.357896697106104256e+01,-1.214167023899999975e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.429999999999533244e+01,1.700000000000000000e+01,1.430000000000000071e+01,1.700000000000000000e+01,8.000000000000000000e+00,2.000000000000000000e+01
2.913427127842564524e+00,1.618437606416182728e+00,2.914016300000002335e+00,1.622557702761896481e+00,-7.377389481366147805e+00,4.603493089477753153e-01
9.683000000000001606e+00,7.714699832263412382e+00,5.940053560212179562e+00,7.618650776799405833e+00,-1.285373790732407873e+00,5.942487980767932498e+00
4.348907000000002299e+00,2.914015672935669432e+00,-3.278454862500000289e+00,2.913953138627486172e+00,-6.085983705606428984e+00,1.617569342890261552e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.938051277117798232e+00,-5.902471491053381536e-01,-5.901474841658538306e-01,4.603532030000019315e-01,-9.631245168222953623e+00,-9.631246779466209773e+00
-2.607423137393477752e+00,-2.709988732147157631e+00,-3.384300317772523048e+00,5.943230000000002455e+00,-1.089989290898999919e+01,-4.727278431126568314e+00
-1.801355848448567443e+00,-4.356904433232383411e+00,-4.406455802109078945e+00,1.622614670000002146e+00,-1.242826857146619091e+01,-1.240815335095800087e+01
-4.440939444226034816e+00,-5.853336367092225601e+00,-5.847691660608030695e+00,-6.187130724287786876e+00,-1.282887944280000170e+01,-1.395482275838147856e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.440939433444501816e+00,-5.209559350295381641e+00,-7.003322772805534058e+00,-7.096272606091924118e+00,-1.431610170643058311e+01,-1.610538526928462844e+01
-2.374402515012998371e+00,-5.782609588766390196e+00,-5.737042995183442073e+00,-5.784137247632891388e+00,-1.229920972083008834e+01,-1.295015210684746343e+01
4.133079312968075958e-01,-3.822142049190000002e+00,-9.099310500990074324e-01,4.603532030000019315e-01,-1.268750753829000111e+01,-1.268923643829000092e+01
-3.136962263511706261e+00,-4.140405825268072881e+00,-7.198329609751733749e+00,-6.993541301033424418e+00,-1.483122658964401630e+01,-1.478352931228856981e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.374402515012998371e+00,-3.441612399510596276e+00,-6.188370850185699545e+00,-5.883511025435442576e+00,-1.521553077063993520e+01,-1.387405046143267739e+01
-3.136962263511700044e+00,-4.878887715877283426e+00,-3.926302962238959360e+00,-4.889606994688196373e+00,-1.305627249309681126e+01,-1.290310373080952289e+01
-1.527113905569998487e+00,-2.526568468295949721e+00,-2.538428491542928711e+00,-3.902433416615727513e+00,-1.302002319934425145e+01,-1.152531138711046665e+01
-3.136962263511698712e+00,-6.043697872650602321e+00,-5.901512917089292820e+00,-5.958061931748701134e+00,-1.449199443258575926e+01,-1.491240212937848852e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.182729929125194168e+01,-9.989999999999999991e-01,1.410065126910000188e+01,1.700000000000000000e+01,-9.000000000000000000e+00,3.461760810000001243e+00
4.348907000000002299e+00,2.906743211191925358e+00,2.913886388873029976e+00,1.578566799304067736e+00,-6.085990463231433445e+00,-6.090732922238093039e+00
7.714615396608270892e+00,5.116350723572528736e+00,1.454668179156899832e+00,2.570541064931880504e-01,-4.580924723115782804e+00,-3.811193146513750740e+00
5.943144300575402106e+00,-2.693806215570000440e+00,-3.285000317700000227e+00,-3.332312975700000290e+00,-1.168642943999999950e+01,-1.154625479999999982e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.823266037160837350e+00,-6.981101113637086186e+00,-6.988524060838774865e+00,-7.070694720703334823e+00,-1.499414334434188412e+01,-1.368496177788710355e+01
-5.856821172999991942e-01,-5.417111349032448508e+00,-5.446989231873469173e+00,-4.990924946287835340e+00,-1.295112252187108126e+01,-1.155259330155443465e+01
-3.136962263511698712e+00,-6.119157619676064641e+00,-6.569573226013802447e+00,-6.144399009322349059e+00,-1.471519791203841443e+01,-1.515763450791964040e+01
-2.375058412695980614e+00,-1.546221238589963409e+00,-5.856821172999981950e-01,-3.437097898707352606e+00,-1.054622190498373691e+01,-1.052717398279110661e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
