-1.198290020339491946e+01,-1.221907284648125191e+01,-1.228243308062474526e+01,-1.228966678520131062e+01
-1.206330527904009209e+01,-1.183430894652868126e+01,-1.195981420251700555e+01,-1.185303973796441390e+01
-1.110700452710304198e+01,-1.108935951668096997e+01,-1.114926141277301674e+01,-1.163744812503259851e+01
-1.065822703667577542e+01,-1.033604267227823570e+01,-1.035117001783232205e+01,-1.081760759357255353e+01
-9.681634508947588813e+00,-9.503144860538894179e+00,-9.526366163235568507e+00,-1.023804210531135084e+01
-8.989628717704894356e+00,-8.622320054069646744e+00,-8.630848515063419768e+00,-9.186006406090617915e+00
-8.095188581279224138e+00,-7.719638138996162802e+00,-7.720138302569438338e+00,-9.120693780350840996e+00
-7.173468287696183943e+00,-6.792791610435499727e+00,-6.792565600010985527e+00,-7.884824407220637710e+00
-6.556811541975336333e+00,-5.851897590970903451e+00,-5.851896147054890029e+00,-7.326623140417171776e+00
-5.287378751312057368e+00,-4.900983753400165455e+00,-4.900977495192438305e+00,-6.429569495576923366e+00
-4.745064623158738115e+00,-3.940398193357400380e+00,-3.940397972448157482e+00,-5.185982879539833057e+00
-3.531540718824053293e+00,-3.838846379165180789e+00,-2.970099999796457446e+00,-4.639481107517249292e+00
-1.249275515565014771e+01,-1.224789770010318790e+01,-1.224789770010318790e+01,-1.303690708376584162e+01
-1.250138372574048518e+01,-1.136151282838705967e+01,-1.136151282838705967e+01,-1.299270456820806530e+01
-1.162301683870795621e+01,-1.046617457412834540e+01,-1.046617457412834540e+01,-1.224455379157255841e+01
-1.103847598256846574e+01,-9.561792499119542654e+00,-9.561792499119542654e+00,-1.078153550551430762e+01
-1.033992922677960458e+01,-8.648275251635903160e+00,-8.648275251635903160e+00,-1.046440221038938390e+01
-9.430443142404680401e+00,-7.725530557207985538e+00,-7.725530557207985538e+00,-9.532885300020319974e+00
-8.611940668640308161e+00,-6.793465209300996399e+00,-6.793465209300996399e+00,-8.644315127171523727e+00
-7.720939640901465673e+00,-5.851985059899996955e+00,-5.851985059899996955e+00,-7.702270483255039935e+00
-6.792897480987471148e+00,-4.900995009999998153e+00,-4.900995009999998153e+00,-6.721936337321824162e+00
-5.851792906691838603e+00,-3.940398999999998431e+00,-3.940398999999998431e+00,-5.851960686658567390e+00
-4.900932751691424727e+00,-2.970099999999999074e+00,-2.970099999999999074e+00,-4.900837114023238961e+00
-3.939445352536293132e+00,-2.970099925487544201e+00,-1.989999999999999547e+00,-3.940162809062178528e+00
-1.312541872310215396e+01,-1.136151282838705967e+01,-1.312541872310215396e+01,-1.224789770010318790e+01
-1.224789770010318790e+01,-1.046617457412834540e+01,-1.121254187231021433e+02,-1.224789770010318790e+01
-1.136151282838705967e+01,-9.561792499119542654e+00,-1.121254187231021433e+02,-1.136151282838705967e+01
-1.046617457412834540e+01,-8.648275251635903160e+00,-1.121254187231021433e+02,-1.046617457412834540e+01
-9.561792499119542654e+00,-7.725530557207985538e+00,-1.121254187231021433e+02,-9.561792499119542654e+00
-8.648275251635903160e+00,-6.793465209300996399e+00,-1.121254187231021433e+02,-8.648275251635903160e+00
-7.725530557207985538e+00,-5.851985059899996955e+00,-1.121254187231021433e+02,-7.725530557207985538e+00
-6.793465209300996399e+00,-4.900995009999998153e+00,-1.121254187231021433e+02,-6.793465209300996399e+00
-5.851985059899996955e+00,-3.940398999999998431e+00,-1.121254187231021433e+02,-5.851985059899996955e+00
-4.900995009999998153e+00,-2.970099999999999074e+00,-1.121254187231021433e+02,-4.900995009999998153e+00
-3.940398999999998431e+00,-1.989999999999999547e+00,-1.121254187231021433e+02,-3.940398999999998431e+00
-2.970099999999999074e+00,-1.989999999999999547e+00,-9.999999999999998890e-01,-2.970099999999999074e+00
-1.224789770010318790e+01,-1.121254187231021433e+02,-1.312541872310215396e+01,-1.312541872310215396e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
