-1.690293351099350971e+01,-1.467288450631573404e+01,-1.681029033407088491e+01,-1.669949000690544594e+01
-1.604390870910399158e+01,-1.358746696111270502e+01,-1.695623391763741594e+01,-1.646818136888310491e+01
-1.565071754849133256e+01,-1.274867325804533991e+01,-1.551822541628014740e+01,-1.521278499677310236e+01
-1.365279081503737224e+01,-1.209807979931279931e+01,-1.513508354895651031e+01,-1.518482130487254800e+01
-1.239948244480226336e+01,-1.076420768206299350e+01,-1.407291371743672848e+01,-1.375902293281831312e+01
-1.361813165231044742e+01,-9.448695150228534345e+00,-1.354894076771580913e+01,-1.341760770743362485e+01
-1.284163536934643624e+01,-8.327588968606828956e+00,-1.296760174549590516e+01,-1.303069032015813278e+01
-1.053350908609393244e+01,-8.765909348474512086e+00,-1.309182934377541763e+01,-1.039250161377620252e+01
-9.631425924624952728e+00,-6.572427237447987736e+00,-9.514123694555408406e+00,-9.681848376599059947e+00
-9.297031884135153135e+00,-7.695967175304553543e+00,-4.931538003707864881e+00,-9.115139599304461271e+00
-5.230235002164532965e+00,-3.941047077884275662e+00,-1.613100698572400304e+01,-7.274571473236835395e+00
-4.582410454657323662e+00,-4.243118275333428890e+00,-2.970302904869164262e+00,-6.213954855891117290e+00
-1.556505776814096542e+01,-1.712586590171136081e+01,-1.759070545716075529e+01,-1.707358102512254305e+01
-1.620993100070504767e+01,-1.918239916492041885e+01,-1.705970791751551374e+01,-1.703994172540854635e+01
-1.549976501653004313e+01,-1.888998837380088602e+01,-2.724540965390495373e+01,-2.075868578323010993e+01
-1.384598734947420162e+01,-1.861263266103870251e+01,-5.322686809518738471e+01,-2.042573354317146084e+01
-1.409363764990893486e+01,-1.513051318825051084e+01,-3.689812029289043238e+01,-2.292350444520657149e+01
-1.357567267667657696e+01,-2.274971249899916614e+01,-3.371696048975124427e+01,-3.188570655238320839e+01
-1.305897530346752866e+01,-3.253915423156442444e+01,-4.739325024946824527e+01,-2.397361481525791760e+01
-1.188520309644010986e+01,-9.647294468661078426e+00,-2.977362089827561675e+01,-2.746953568189702111e+01
-8.320621973494880308e+00,-1.062203303163943602e+01,-1.118750642077898938e+01,-1.018529355840659711e+01
-8.729163483805935542e+00,-3.949238995607976754e+00,-1.060608256914371772e+01,-1.050873722207409955e+01
-5.957277108969477375e+00,-2.971634919952099274e+00,-3.240020348699410135e+01,-7.052634246123553829e+00
-4.512832119793209529e+00,-3.856613064477089736e+00,-1.990082188333205826e+00,-4.578198608384838941e+00
-1.659623839087588948e+01,-5.746197766163037812e+01,-1.885267379794250431e+01,-1.810532143784719850e+01
-1.709628403633838545e+01,-2.114667416530282651e+01,-1.189052309238817173e+02,-1.814890369877387499e+01
-1.670599639348850118e+01,-9.346596504290417329e+01,-1.890117421867726080e+02,-3.733130753615870390e+01
-4.473017511003450153e+01,-8.980790997127078867e+01,-2.187574100531043371e+02,-4.986512315174348231e+01
-2.357262351490976471e+01,-4.720583967017110183e+01,-1.650733046954149756e+02,-4.780471387738712252e+01
-1.957301358935492175e+01,-5.160160642663792885e+01,-1.764373588891599809e+02,-3.923734761414065986e+01
-1.660852791636050085e+01,-6.776143117893562362e+01,-2.015665236864575718e+02,-5.913979224740110396e+01
-1.745633374147940842e+01,-1.251426652646661495e+02,-1.729964679831351475e+02,-4.976175087467862568e+01
-8.684923510218673925e+00,-8.823533017382251842e+01,-1.624764600212329242e+02,-3.568716221593656712e+01
-7.932688596366998190e+00,-4.733369703935292705e+01,-1.590816336141330964e+02,-3.040056118735736135e+01
-6.382442127037985635e+00,-1.990014333604454455e+00,-1.221577558805010710e+02,-1.943178362968255968e+01
-4.221454384812398430e+00,-2.131134422442455545e+00,-9.999999999999998890e-01,-2.970125381132432629e+00
-1.785956985486396320e+01,-1.166261543584076179e+02,-2.615319233088627371e+01,-1.907392569354905021e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
